country,country/region,select_investors,company_link,img_src,company,valuation_currency,valuation,funding,company_cleaned
United States,North America,Founders Fund,https://www.crunchbase.com/organization/ramp-financial,https://images.crunchbase.com/image/upload/t_cb-default-original/sshwc4pe2wfsfsm102id,Ramp,B,8,1,RAMP
United States,North America,Khosla Ventures,https://www.crunchbase.com/organization/ramp-financial,https://images.crunchbase.com/image/upload/t_cb-default-original/sshwc4pe2wfsfsm102id,Ramp,B,8,1,RAMP
United States,North America,Coinbase,https://www.crunchbase.com/organization/circle-2,https://images.crunchbase.com/image/upload/t_cb-default-original/onopspdnhgb86yiuvtsy,Circle,B,8,1,CIRCLE
China,Asia,Stellantis,https://www.crunchbase.com/organization/leapmotor,https://images.crunchbase.com/image/upload/t_cb-default-original/tit5y46pgdj2wu3kpkzm,Leapmotor,B,8,3,LEAPMOTOR
China,Asia,,https://www.crunchbase.com/organization/jiedaibao,https://images.crunchbase.com/image/upload/t_cb-default-original/o4htcq2qwmhzjb34vy52,Jiedaibao,B,8,694,JIEDAIBAO
Canada,North America,Coatue,https://www.crunchbase.com/organization/dapper-labs,https://images.crunchbase.com/image/upload/t_cb-default-original/y5ntokrwgo0x7kzimcf5,Dapper Labs,B,8,613,DAPPER LABS
United States,North America,Morgan Stanley,https://www.crunchbase.com/organization/netskope,https://images.crunchbase.com/image/upload/t_cb-default-original/erqtxzbwiij3wo6yq3ld,Netskope,B,8,1,NETSKOPE
United States,North America,ServiceNow,https://www.crunchbase.com/organization/snyk,https://images.crunchbase.com/image/upload/t_cb-default-original/ma6xxzd8jcgyezgcfowu,Snyk,B,7,1,SNYK
United States,North America,Silver Lake,https://www.crunchbase.com/organization/eshares,https://images.crunchbase.com/image/upload/t_cb-default-original/wypw7nnrsebjl8k2eljh,Carta,B,7,1,CARTA
Japan,Asia,Anchor Equity Partners,https://www.crunchbase.com/organization/kakao-japan,https://images.crunchbase.com/image/upload/t_cb-default-original/0b34e8ec8be39685bd59,Kakao Japan,B,7,652,KAKAO JAPAN
United States,North America,Franklin Templeton,https://www.crunchbase.com/organization/gong-io,https://images.crunchbase.com/image/upload/t_cb-default-original/qeqdlemd7h3j5jltgp0s,Gong,B,7,583,GONG
United Kingdom,Europe,Kingsway Capital,https://www.crunchbase.com/organization/blockchain-info,https://images.crunchbase.com/image/upload/t_cb-default-original/krinnxb23kgp75s0jyhp,Blockchain.com,B,7,600,BLOCKCHAIN.COM
United States,North America,ParaFi Capital,https://www.crunchbase.com/organization/consensus-systems,https://images.crunchbase.com/image/upload/t_cb-default-original/1993a903054c49a9b6530da8d31ac0ad,ConsenSys,B,7,660,CONSENSYS
United States,North America,ShawSpring Partners,https://www.crunchbase.com/organization/roman-2,https://images.crunchbase.com/image/upload/t_cb-default-original/eypcpjihrnh2gfpzhemz,Ro,B,7,1,RO
China,Asia,Hillhouse Investment,https://www.crunchbase.com/organization/meicai,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Meicai,B,7,1,MEICAI
China,Asia,Shunwei Capital,https://www.crunchbase.com/organization/meicai,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Meicai,B,7,1,MEICAI
United Kingdom,Europe,,https://www.crunchbase.com/organization/constellation-automotive-group,https://images.crunchbase.com/image/upload/t_cb-default-original/yw1iunvaajdftyeykbrq,Constellation Automotive Group,B,7,1,CONSTELLATION AUTOMOTIVE GROUP
United States,North America,Coatue,https://www.crunchbase.com/organization/attentive,https://images.crunchbase.com/image/upload/t_cb-default-original/993eb0fff62d4ae7bab829caf24cf335,Attentive,B,7,863,ATTENTIVE
United States,North America,Sequoia Capital,https://www.crunchbase.com/organization/the-boring-company,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",The Boring Company,B,7,908,THE BORING COMPANY
United States,North America,Vy Capital,https://www.crunchbase.com/organization/the-boring-company,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",The Boring Company,B,7,908,THE BORING COMPANY
United States,North America,WestCap,https://www.crunchbase.com/organization/nydig,https://images.crunchbase.com/image/upload/t_cb-default-original/pn3fjargwqaw4vvijc1f,NYDIG,B,7,1,NYDIG
United States,North America,Mirae Asset,https://www.crunchbase.com/organization/impossible-foods,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Impossible Foods,B,7,2,IMPOSSIBLE FOODS
South Korea,Asia,Tonic Private Equity,https://www.crunchbase.com/organization/toss,https://images.crunchbase.com/image/upload/t_cb-default-original/eyrz2nf85okbm0zy3zss,Toss,B,7,1,TOSS
Canada,North America,ICONIQ Growth,https://www.crunchbase.com/organization/1password,https://images.crunchbase.com/image/upload/t_cb-default-original/kpb4wcjv1pw3lvtmv3yh,1Password,B,7,920,1PASSWORD
United States,North America,Arctic Ventures,https://www.crunchbase.com/organization/automation-anywhere,https://images.crunchbase.com/image/upload/t_cb-default-original/vqgertgtthpygrr2tcyb,Automation Anywhere,B,7,853,AUTOMATION ANYWHERE
United States,North America,Mindrock Capital,https://www.crunchbase.com/organization/automation-anywhere,https://images.crunchbase.com/image/upload/t_cb-default-original/vqgertgtthpygrr2tcyb,Automation Anywhere,B,7,853,AUTOMATION ANYWHERE
China,Asia,Millennium Management,https://www.crunchbase.com/organization/guahao,https://images.crunchbase.com/image/upload/t_cb-default-original/fipjjssz3lzgp1a4kcjo,WeDoctor,B,7,1,WEDOCTOR
China,Asia,Sequoia Capital China,https://www.crunchbase.com/organization/guahao,https://images.crunchbase.com/image/upload/t_cb-default-original/fipjjssz3lzgp1a4kcjo,WeDoctor,B,7,1,WEDOCTOR
Sweden,Europe,SoftBank Vision Fund,https://www.crunchbase.com/organization/klarna,https://images.crunchbase.com/image/upload/t_cb-default-original/i7yjhhitbze4kylwmbfy,Klarna,B,7,4,KLARNA
India,Asia,Arrow Capital Partners,https://www.crunchbase.com/organization/ola,https://images.crunchbase.com/image/upload/t_cb-default-original/carfqh5pbahktx7heug0,Ola,B,7,4,OLA
India,Asia,Axis Asset Management Company,https://www.crunchbase.com/organization/ola,https://images.crunchbase.com/image/upload/t_cb-default-original/carfqh5pbahktx7heug0,Ola,B,7,4,OLA
China,Asia,SoftBank Vision Fund,https://www.crunchbase.com/organization/ziroom,https://images.crunchbase.com/image/upload/t_cb-default-original/ixljae3darzgbutz0d0u,Ziroom,B,7,2,ZIROOM
India,Asia,Alkeon Capital,https://www.crunchbase.com/organization/razorpay,https://images.crunchbase.com/image/upload/t_cb-default-original/e1coxnwqud3yzpntnws3,Razorpay,B,7,742,RAZORPAY
India,Asia,Lone Pine Capital,https://www.crunchbase.com/organization/razorpay,https://images.crunchbase.com/image/upload/t_cb-default-original/e1coxnwqud3yzpntnws3,Razorpay,B,7,742,RAZORPAY
India,Asia,Anand Piramal,https://www.crunchbase.com/organization/snapdeal,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Snapdeal,B,7,2,SNAPDEAL
The Netherlands,Europe,Blackstone Group,https://www.crunchbase.com/organization/mollie,https://images.crunchbase.com/image/upload/t_cb-default-original/w0wtp7bpu3lq6ebrwvyn,Mollie,B,6,928,MOLLIE
India,Asia,GIC,https://www.crunchbase.com/organization/cred-6ab0,https://images.crunchbase.com/image/upload/t_cb-default-original/dxmayeedemvmiryaan5n,CRED,B,6,801,CRED
France,Europe,Eurazeo,https://www.crunchbase.com/organization/doctolib,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Doctolib,B,6,815,DOCTOLIB
China,Asia,SAIC Venture Capital,https://www.crunchbase.com/organization/gta-semiconductor,https://images.crunchbase.com/image/upload/t_cb-default-original/mm6x3bmkqpwp2ehf4k17,GTA Semiconductor,B,6,3,GTA SEMICONDUCTOR
United States,North America,Altimeter Capital,https://www.crunchbase.com/organization/datarobot,https://images.crunchbase.com/image/upload/t_cb-default-original/rez98duqixbpcxhuy7tn,DataRobot,B,6,1,DATAROBOT
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/datarobot,https://images.crunchbase.com/image/upload/t_cb-default-original/rez98duqixbpcxhuy7tn,DataRobot,B,6,1,DATAROBOT
United States,North America,Coatue,https://www.crunchbase.com/organization/upgrade,https://images.crunchbase.com/image/upload/t_cb-default-original/tggnqyoolatkg0qitpwq,Upgrade,B,6,587,UPGRADE
United States,North America,DST Global,https://www.crunchbase.com/organization/upgrade,https://images.crunchbase.com/image/upload/t_cb-default-original/tggnqyoolatkg0qitpwq,Upgrade,B,6,587,UPGRADE
United States,North America,Coatue,https://www.crunchbase.com/organization/hinge-health,https://images.crunchbase.com/image/upload/t_cb-default-original/utkja0hatldbkxhpwxyd,Hinge Health,B,6,826,HINGE HEALTH
United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/hinge-health,https://images.crunchbase.com/image/upload/t_cb-default-original/utkja0hatldbkxhpwxyd,Hinge Health,B,6,826,HINGE HEALTH
China,Asia,Alibaba Group,https://www.crunchbase.com/organization/hellobike,https://images.crunchbase.com/image/upload/t_cb-default-original/qznggxiupmngsamanplg,Hello TransTech,B,6,2,HELLO TRANSTECH
China,Asia,Ant Group,https://www.crunchbase.com/organization/hellobike,https://images.crunchbase.com/image/upload/t_cb-default-original/qznggxiupmngsamanplg,Hello TransTech,B,6,2,HELLO TRANSTECH
United States,North America,Altimeter Capital,https://www.crunchbase.com/organization/benchling,https://images.crunchbase.com/image/upload/t_cb-default-original/chcs8sstven7icv2zkmb,Benchling,B,6,412,BENCHLING
United States,North America,Franklin Templeton,https://www.crunchbase.com/organization/benchling,https://images.crunchbase.com/image/upload/t_cb-default-original/chcs8sstven7icv2zkmb,Benchling,B,6,412,BENCHLING
France,Europe,DST Global,https://www.crunchbase.com/organization/mistral-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/ekqxvomyil4eprfmiu6j,Mistral AI,B,6,1,MISTRAL AI
France,Europe,General Catalyst,https://www.crunchbase.com/organization/mistral-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/ekqxvomyil4eprfmiu6j,Mistral AI,B,6,1,MISTRAL AI
China,Asia,Alibaba Group,https://www.crunchbase.com/organization/cmc-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/hlzoqveehag82b0wonwl,CMC,B,6,2,CMC
China,Asia,Tencent,https://www.crunchbase.com/organization/cmc-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/hlzoqveehag82b0wonwl,CMC,B,6,2,CMC
China,Asia,Vanke,https://www.crunchbase.com/organization/home-link,https://images.crunchbase.com/image/upload/t_cb-default-original/gl1byq9efcmc4ct6hm7g,Lianjia,B,6,1,LIANJIA
China,Asia,China Integrated Circuit Industry Investment Fund (CICF),https://www.crunchbase.com/organization/changxin-new-bridge,https://images.crunchbase.com/image/upload/t_cb-default-original/c2mo4cwpadqyzqyebpuz,Changxin New Bridge,B,6,2,CHANGXIN NEW BRIDGE
United States,North America,Bank of America,https://www.crunchbase.com/organization/icapital-network,https://images.crunchbase.com/image/upload/t_cb-default-original/dczgjx0grub6crar5txi,iCapital Network,B,6,729,ICAPITAL NETWORK
China,Asia,Guangzhou Automobile Group,https://www.crunchbase.com/organization/didi-woya,https://images.crunchbase.com/image/upload/t_cb-default-original/zkbw7t38grq5w6hufcwy,Didi Woya,B,6,1,DIDI WOYA
India,Asia,Serum Life Sciences,https://www.crunchbase.com/organization/biocon-biologics-india-ltd,https://images.crunchbase.com/image/upload/t_cb-default-original/smz5wwx0ngopvlitidtd,Biocon Biologics,B,6,632,BIOCON BIOLOGICS
United States,North America,Elad Gil,https://www.crunchbase.com/organization/applied-intuition,https://images.crunchbase.com/image/upload/t_cb-default-original/kfu2guekbhoqo6azq7ws,Applied Intuition,B,6,602,APPLIED INTUITION
United States,North America,Lux Capital,https://www.crunchbase.com/organization/applied-intuition,https://images.crunchbase.com/image/upload/t_cb-default-original/kfu2guekbhoqo6azq7ws,Applied Intuition,B,6,602,APPLIED INTUITION
United States,North America,General Catalyst,https://www.crunchbase.com/organization/commure,https://images.crunchbase.com/image/upload/t_cb-default-original/orr7fcoylfaljoknqgua,Commure,B,6,621,COMMURE
United States,North America,Lightspeed Venture Partners,https://www.crunchbase.com/organization/raintank,https://images.crunchbase.com/image/upload/t_cb-default-original/pbsqk9qpuw75qygs4fo6,Grafana Labs,B,6,805,GRAFANA LABS
Hong Kong,Asia,Futureverse,https://www.crunchbase.com/organization/animoca-brands-corporation,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Animoca Brands,B,6,811,ANIMOCA BRANDS
United States,North America,Dragoneer Investment Group,https://www.crunchbase.com/organization/lyra-health,https://images.crunchbase.com/image/upload/t_cb-default-original/b3h5nhkglsrvuhhzg5tw,Lyra Health,B,6,910,LYRA HEALTH
United States,North America,SoftBank,https://www.crunchbase.com/organization/cityblock-health,https://images.crunchbase.com/image/upload/t_cb-default-original/pzaknl9h8npib3jvnxwj,Cityblock Health,B,6,891,CITYBLOCK HEALTH
United States,North America,Battery Ventures,https://www.crunchbase.com/organization/workato,https://images.crunchbase.com/image/upload/t_cb-default-original/gnyn6v2bsqfmpoycrtkf,Workato,B,6,415,WORKATO
United States,North America,TPG,https://www.crunchbase.com/organization/vice,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Vice Media,B,6,1,VICE MEDIA
France,Europe,Sprints,https://www.crunchbase.com/organization/back-market,https://images.crunchbase.com/image/upload/t_cb-default-original/n32mrkaqplug9bzvh2yf,Back Market,B,6,1,BACK MARKET
Finland,Europe,BP,https://www.crunchbase.com/organization/relex,https://images.crunchbase.com/image/upload/t_cb-default-original/ll1qruerxzrg9gbqvi5r,RELEX Solutions,B,6,803,RELEX SOLUTIONS
United States,North America,Insight Partners,https://www.crunchbase.com/organization/postman,https://images.crunchbase.com/image/upload/t_cb-default-original/z8zb2smxpm2idu5anl2h,Postman,B,6,433,POSTMAN
United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/fivetran,https://images.crunchbase.com/image/upload/t_cb-default-original/mmhosuxvz2msbiieekl3,Fivetran,B,6,728,FIVETRAN
France,Europe,Sixth Street,https://www.crunchbase.com/organization/content-square,https://images.crunchbase.com/image/upload/t_cb-default-original/f6lrzm0gezg2dnzajbr1,Contentsquare,B,6,1,CONTENTSQUARE
China,Asia,Bank of China Group Investment,https://www.crunchbase.com/organization/svolt,https://images.crunchbase.com/image/upload/t_cb-default-original/dttqoda1zhenf0pdsvoz,SVOLT,B,6,3,SVOLT
Germany,Europe,EQT,https://www.crunchbase.com/organization/mambu,https://images.crunchbase.com/image/upload/t_cb-default-original/dplk7wf7pqqptzdwnyqg,Mambu,B,6,448,MAMBU
Australia,Oceania,Sequoia Capital China,https://www.crunchbase.com/organization/airwallex,https://images.crunchbase.com/image/upload/t_cb-default-original/gn0p9mvokm6iy38ztx4v,Airwallex,B,6,902,AIRWALLEX
Australia,Oceania,Square Peg Capital,https://www.crunchbase.com/organization/airwallex,https://images.crunchbase.com/image/upload/t_cb-default-original/gn0p9mvokm6iy38ztx4v,Airwallex,B,6,902,AIRWALLEX
Canada,North America,PSP Investments,https://www.crunchbase.com/organization/cohere-82b8,https://images.crunchbase.com/image/upload/t_cb-default-original/vkgyvi6nfdngf8rgiai7,Cohere,B,6,935,COHERE
Germany,Europe,General Catalyst,https://www.crunchbase.com/organization/helsing,https://images.crunchbase.com/image/upload/t_cb-default-original/z2heyrhvrvm8llyabdf0,Helsing,B,5,829,HELSING
Germany,Europe,Ontario Teachers' Pension Plan,https://www.crunchbase.com/organization/trade-republic,https://images.crunchbase.com/image/upload/t_cb-default-original/q4dfpzwzag23ykfed7ie,Trade Republic,B,5,1,TRADE REPUBLIC
United States,North America,Kanematsu Corporation,https://www.crunchbase.com/organization/sierra-space,https://images.crunchbase.com/image/upload/t_cb-default-original/mfxsiwnrs8ooclnjbdxw,Sierra Space,B,5,2,SIERRA SPACE
United States,North America,MUFG Bank,https://www.crunchbase.com/organization/sierra-space,https://images.crunchbase.com/image/upload/t_cb-default-original/mfxsiwnrs8ooclnjbdxw,Sierra Space,B,5,2,SIERRA SPACE
United States,North America,JP Morgan Chase,https://www.crunchbase.com/organization/honeywell-quantum-solutions,https://images.crunchbase.com/image/upload/t_cb-default-original/qcvne1f5bgwe8lrjfz52,Quantinuum,B,5,300,QUANTINUUM
Colombia,South America,T. Rowe Price,https://www.crunchbase.com/organization/rappi,https://images.crunchbase.com/image/upload/t_cb-default-original/maer84ih5rzgjctucefq,Rappi,B,5,2,RAPPI
Belgium,Europe,Sequoia Capital Global Equities,https://www.crunchbase.com/organization/collibra,https://images.crunchbase.com/image/upload/t_cb-default-original/yrh4ffcjynusx5wkhzyx,Collibra,B,5,597,COLLIBRA
Belgium,Europe,Sofina,https://www.crunchbase.com/organization/collibra,https://images.crunchbase.com/image/upload/t_cb-default-original/yrh4ffcjynusx5wkhzyx,Collibra,B,5,597,COLLIBRA
United States,North America,Capricorn Investment Group,https://www.crunchbase.com/organization/redwood-materials-3,https://images.crunchbase.com/image/upload/t_cb-default-original/wva2bxr87ghpqikpgiw3,Redwood Materials,B,5,2,REDWOOD MATERIALS
United States,North America,Goldman Sachs Asset Management,https://www.crunchbase.com/organization/redwood-materials-3,https://images.crunchbase.com/image/upload/t_cb-default-original/wva2bxr87ghpqikpgiw3,Redwood Materials,B,5,2,REDWOOD MATERIALS
